"review","rating","sentiment","review_processed","document_no","dominant_topic","Label","topic_perc_contrib","keywords","Text"
"Hai tokopedia,saya sudah mengikuti pelatihan disini...pelatihannya bagus,mudah difahami,dan gak ngebosenin...saya kira tokopedia hanya bisa digunakan untuk belanja online,ternyata juga bisa untuk belajar online,smoga sertifikat pelatihan saya segera turun dan berjalan lancar,semoga lebih baik terus kedepannya untuk tokopedia dan sukses trs tokopedia",5,2,latih latih mudah difahami ngebosenin belanja online ajar online smoga sertifikat latih turun jalan lancar sukses trs,908,1,1,0.7729,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['latih', 'latih', 'mudah', 'difahami', 'ngebosenin', 'belanja', 'online', 'ajar', 'online', 'smoga', 'sertifikat', 'latih', 'turun', 'jalan', 'lancar', 'sukses', 'terus']"
Belanja disini hemat banget,3,1,belanja hemat,605,1,1,0.75,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['belanja', 'hemat']"
nyaman belanja di lazada,5,2,nyaman belanja,667,1,1,0.75,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['nyaman', 'belanja']"
Terpecaya dan aman,3,1,terpecaya aman,785,1,1,0.75,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['terpecaya', 'aman']"
Memudahkan saya untuk berbelanja,5,2,mudah belanja,831,1,1,0.75,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['mudah', 'belanja']"
Mudah dan nyaman,5,2,mudah nyaman,860,1,1,0.75,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['mudah', 'nyaman']"
Terima kasih Tokopedia lengkap dan terpercaya,5,2,lengkap percaya,863,1,1,0.75,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['lengkap', 'percaya']"
Belanja jadi mudah dan banyak promio.,5,2,belanja mudah promio,865,1,1,0.75,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['belanja', 'mudah', 'promio']"
Sangat memuaskan serba lengkap makasih tokopedia,5,2,serba lengkap,888,1,1,0.75,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['serba', 'lengkap']"
terjamin & terpecaya,5,2,jamin terpecaya,892,1,1,0.75,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['jamin', 'terpecaya']"
belanja mudah,5,2,belanja mudah,900,1,1,0.75,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['belanja', 'mudah']"
Nyaman banget belanja di sini,5,2,nyaman belanja,906,1,1,0.75,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['nyaman', 'belanja']"
Belanja puas dan aman??,5,2,belanja aman,911,1,1,0.75,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['belanja', 'aman']"
Terima kasih telah memudahkan dalam berbelanja,5,2,mudah belanja,964,1,1,0.75,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['mudah', 'belanja']"
"Mudah,dan terpercaya.",5,2,mudah percaya,979,1,1,0.75,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['mudah', 'percaya']"
Belanja jadi mudah,5,2,belanja mudah,983,1,1,0.75,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['belanja', 'mudah']"
Kebutuhan jadi murah,5,2,butuh murah,859,1,1,0.7498,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['butuh', 'murah']"
memudahkan saya bertraksaksi,5,2,mudah bertraksaksi,978,1,1,0.7497,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['mudah', 'bertraksaksi']"
Sertifikat prakerja belum ada di dhasboard,5,2,sertifikat dhasboard,797,1,1,0.7496,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['sertifikat', 'dhasboard']"
Pelayanan terpecaya,5,2,layan terpecaya,879,1,,0.7491,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['layan', 'terpecaya']"
Sangat membantu dalam pelatihan.,5,2,bantu latih,867,1,,0.7486,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['bantu', 'latih']"
Harga variatif,4,2,harga variatif,868,1,,0.7476,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['harga', 'variatif']"
Sangat mudah bertransaksi dan sangat bermanfaat,5,2,mudah transaksi,877,1,,0.7462,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['mudah', 'transaksi']"
Mudah dalam bertransaksi,4,2,mudah transaksi,890,1,,0.7462,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['mudah', 'transaksi']"
Mudah transaksi nya,5,2,mudah transaksi,938,1,,0.7462,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['mudah', 'transaksi']"
Menyesal saya membeli pelatihan prakerja di sini saya sudah menyelesaikan pelatihan dan sertefikat selesai tapi sampai sekarang saya belum keluar di kartu prakerja saya,1,0,sesal beli latih latih sertefikat kartu,301,1,,0.7437,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['sesal', 'beli', 'latih', 'latih', 'sertefikat', 'kartu']"
sangat baik cuma masih ada produk yang belum tersedia. mohon di tambah lagi,3,1,produk sedia,705,1,,0.7426,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['produk', 'sedia']"
Suka berbelanka disni selain harga murce utk pelayan juga memuaskan,5,2,berbelanka disni harga murce utk layan,836,1,,0.742,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['berbelanka', 'disni', 'harga', 'murce', 'untuk', 'layan']"
cara transaksix ribet gak seperti bukalapak,3,1,transaksix ribet,724,1,,0.7404,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['transaksix', 'ribet']"
Solusi cepat,3,1,solusi cepat,597,1,,0.7347,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['solusi', 'cepat']"
"Saya sudah membeli pelatihan prakerja di bukalapak, saya sudah lolos namun insentifnya belum masuk, kenapa y...",3,1,beli latih lolos insentif,759,1,,0.7312,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['beli', 'latih', 'lolos', 'insentif']"
Sangat mudah untuk mencari barang yg saya butuhkan harganya juga lebih murah,5,2,mudah cari barang butuh harga murah,945,1,,0.719,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['mudah', 'cari', 'barang', 'butuh', 'harga', 'murah']"
"Applikasi yang sangat membantu di era pandemi ini dengan tanpa harus keluar rumah untuk ke mall berbelanja, dan lain2. . Sudah praktis dibukalapak",5,2,applikasi bantu era pandemi rumah mall belanja praktis dibukalapak,949,1,,0.7134,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['aplikasi', 'bantu', 'era', 'pandemi', 'rumah', 'mall', 'belanja', 'praktis', 'dibukalapak']"
"Kenapa ya, sertifikat saya di skill akademi yg saya beli dari sini gak muncul di prakerja saya",2,0,sertifikat skill akademi beli muncul,42,1,,0.7067,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['sertifikat', 'skill', 'akademi', 'beli', 'muncul']"
Pengalaman saya belajar dikelas ini sangat bermanfaat bagi saya. Saya jadi punya motivasi untuk jadi entrepreneur. Semoga ilmu yang saya dapat bisa saya terapkan dalam usaha saya. Semoga aplikasi ini semakin terdepan dan semakin canggih lagi fitur nya agar para pengguna dapat menggunakan nya dengan baik. Terimakasih,5,2,alam ajar kelas motivasi entrepreneur ilmu terap usaha aplikasi canggih fitur,891,1,,0.6827,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['alam', 'ajar', 'kelas', 'motivasi', 'entrepreneur', 'ilmu', 'terap', 'usaha', 'aplikasi', 'canggih', 'fitur']"
Terrima kasih..Saya sudah mengikuti pelatihan g2academy. Kenpa sertifikat belum muncul didesboard..mohon dibantu,5,2,terrima latih academy kenpa sertifikat muncul didesboard bantu,832,1,,0.6744,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['terrima', 'latih', 'academy', 'kenpa', 'sertifikat', 'muncul', 'didesboard', 'bantu']"
Sampai saat ini selalu puas dengan apa yg di berikan oleh pelayanan JD.ID semogaa tetap selalu mempertahankan kebaikan yg sdh ada .. dan tingkatkan terus .,5,2,ikan layan semogaa tahan tingkat,801,1,,0.6741,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['ikan', 'layan', 'semogaa', 'tahan', 'tingkat']"
Saya sngat terbantu karna tokopedia udh membantu saya untuk belanja dirumah aja ....... makasih tokopedia????,1,0,sngat bantu bantu belanja rumah,124,1,,0.6687,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['sngat', 'bantu', 'bantu', 'belanja', 'rumah']"
"Berbelanja di Tokopedia ternyata sangat mudah dan bisa dipercaya. Proses mulai belanja, pembayaran, pengiriman hingga barang diterima dapat dipantau dengan jelas. Sebelumnya saya sangat ragu berbelanja secara online. Tapi setelah saya coba, ternyata mudah dan amaaaan.",5,2,belanja mudah percaya proses belanja bayar kirim barang pantau ragu belanja online mudah amaaaan,926,1,,0.6586,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['belanja', 'mudah', 'percaya', 'proses', 'belanja', 'bayar', 'kirim', 'barang', 'pantau', 'ragu', 'belanja', 'online', 'mudah', 'amaaaan']"
"Apk Tokopedia ini anti ribet dulu aku sering belanja keluar saat kenal sama Tokopedia,selalu belanja di Tokopedia Kalian semua harus belanja di Tokopedia ??",5,2,apk anti ribet belanja kenal belanja belanja,808,1,,0.6556,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['aplikasi', 'anti', 'ribet', 'belanja', 'kenal', 'belanja', 'belanja']"
Lazada Baik buat kluarga kami sangat mudah untuk brblanja trimaksih,3,1,kluarga mudah brblanja trimaksih,502,1,,0.65,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['keluarga', 'mudah', 'brblanja', 'trimaksih']"
Proses mudah dan cepat.. Di rekomendasi kan deh..,5,2,proses mudah cepat rekomendasi,818,1,,0.6483,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['proses', 'mudah', 'cepat', 'rekomendasi']"
Aplikasi yg sangat bagus dan bermanfaat serta murah meriah dalam pembelian,5,2,aplikasi murah riah beli,822,1,,0.6471,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['aplikasi', 'murah', 'riah', 'beli']"
belum puas playanan tanya jawab nya lmban,3,1,playanan lmban,704,1,,0.625,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['playanan', 'lmban']"
Aplikasi ini cukup membantu saat kita sibuk gak bisa keluar belanja,3,1,aplikasi bantu sibuk belanja,713,1,,0.621,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['aplikasi', 'bantu', 'sibuk', 'belanja']"
Sangat membantu unruk keperluan online shop,5,2,bantu unruk online shop,975,1,,0.62,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['bantu', 'unruk', 'online', 'shop']"
Kenapa udah beres pelatihan di skill akadamy dan udah dapat sertifikat tpi belum muncul2 di dasbord prakerja...sedikit kecewa lambanya pelayanannya.tolong bantu pelayanannya,3,1,beres latih skill akadamy sertifikat tpi muncul dasbord lambanya layan tolong bantu layan,610,1,,0.6039,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['beres', 'latih', 'skill', 'akadamy', 'sertifikat', 'tapi', 'muncul', 'dasbord', 'lambanya', 'layan', 'tolong', 'bantu', 'layan']"
Udah hampir 1 bulan saldonya ga masuk kerekening toko penjual ini gimana saya mau jualan ga bisa belanja,1,0,saldo rekening toko jual jual belanja,80,1,,0.5909,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['saldo', 'rekening', 'toko', 'jual', 'jual', 'belanja']"
Shopee memang sangat mantul ... sangat membantu untuk belanja jual produc di rumah saja .. juga memberikan keuntungan ... koin ... smoga ada keuntungan2 yg lain ... kuota gratis untuk akses shopee dll... trims shopee,5,2,bantu belanja jual produc rumah untung koin smoga untung kuota gratis akses,946,1,,0.5907,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['bantu', 'belanja', 'jual', 'produc', 'rumah', 'untung', 'koin', 'smoga', 'untung', 'kuota', 'gratis', 'akses']"
ENAK BISA BLANJA ONLEN POKOK NYA DONGLOD DEH,3,1,blanja onlen donglod,631,1,,0.5626,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['belanja', 'onlen', 'donglod']"
Praktis klu ada yg dibutuhkan,1,0,praktis klu butuh,210,1,,0.5625,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['praktis', 'klu', 'butuh']"
Aplikasi yg sangat2 memudahkan dalam berbelanja,5,2,aplikasi mudah belanja,830,1,,0.5625,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['aplikasi', 'mudah', 'belanja']"
Belanja online nomor 1,5,2,belanja online nomor,960,1,,0.5625,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['belanja', 'online', 'nomor']"
"Bonusnya mantaap, makasih tingkatkan terus lazada??",5,2,bonus mantaap tingkat,948,1,,0.5623,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['bonus', 'mantaap', 'tingkat']"
Mantap. Aplikasinya. Tingkatkan lagi keamanannya. Ya,5,2,aplikasi tingkat aman,930,1,,0.5622,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['aplikasi', 'tingkat', 'aman']"
Aplikasi berbelanja online yang bagus??,5,2,aplikasi belanja online,825,1,,0.5617,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['aplikasi', 'belanja', 'online']"
Apk belanja online yg bagus & keren...,4,2,apk belanja online,968,1,,0.5617,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['aplikasi', 'belanja', 'online']"
Tingkatkan mutu dan pelayanan,5,2,tingkat mutu layan,874,1,,0.5615,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['tingkat', 'mutu', 'layan']"
Saya baru gabung jadi belum tahu apa keuntungan yang akan saya dapat dari aplikasi ini!,2,0,gabung untung aplikasi,422,1,,0.5607,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['gabung', 'untung', 'aplikasi']"
Q suka belanja disini harganya terjangkau.,5,2,belanja harga jangkau,987,1,,0.5607,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['belanja', 'harga', 'jangkau']"
Dipermudah proses pendaftaran,3,1,mudah proses daftar,638,1,,0.56,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['mudah', 'proses', 'daftar']"
Bagus.. Harap di jaga dan di tingkat kan lagi,5,2,harap jaga tingkat,815,1,,0.5521,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['harap', 'jaga', 'tingkat']"
Tak kasih bintang 2 dulu karena sertifikat prakerja saya belum juga masuk dasboard udah lebih dari 1 mnggu dari pyelesaian pelatihan padahal.,2,0,bintang sertifikat dasboard mnggu pyelesaian latih,67,1,,0.5418,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['bintang', 'sertifikat', 'dasboard', 'mnggu', 'pyelesaian', 'latih']"
Dengan menggunakan aplikasi ini akan sngat lebih mudah lagi kita untuk belanja online nya.,5,2,aplikasi sngat mudah belanja online,896,1,,0.5409,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['aplikasi', 'sngat', 'mudah', 'belanja', 'online']"
"Terimakasih Tokopedia dah membantu kami dalam pembelian voucher prakerja,semoga jaya terus",5,2,bantu beli voucher jaya,870,1,,0.5375,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['bantu', 'beli', 'voucher', 'jaya']"
"Pelatihan yg saya beli dari Tokopedia, dgn Pelajaran Trik merangkai kata untuk menarik perhatian customer, SGT menambah wawasan saya dlm meningkatkan business online...trima kasih Tokopedia dan ruang guru",5,2,latih beli ajar trik rangkai tarik perhati customer wawas dlm tingkat business online trima ruang guru,883,1,,0.5368,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['latih', 'beli', 'ajar', 'trik', 'rangkai', 'tarik', 'perhati', 'customer', 'wawas', 'dlm', 'tingkat', 'business', 'online', 'terima', 'ruang', 'guru']"
Saya suka sekali blnja di lazada bisa Cod jadi ngga harus repot keluar rumah..trimakasih lazada,5,2,blnja cod repot rumah trimakasih,965,1,,0.5358,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['blnja', 'cod', 'repot', 'rumah', 'trimakasih']"
Memudahkan saat karantina mandiri,5,2,mudah karantina mandiri,880,1,,0.5339,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['mudah', 'karantina', 'mandiri']"
Alhamdulillah selalu puas belanja apa pun dsini.. Apalagi kebutuhan rumah tangga komplit pngiriman juga cepet2 trs. Terus pertahankan ke nyaman custemer,5,2,belanja dsini butuh rumah tangga komplit pngiriman cepet trs tahan nyaman custemer,837,1,,0.5319,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['belanja', 'dsini', 'butuh', 'rumah', 'tangga', 'komplit', 'pngiriman', 'cepat', 'terus', 'tahan', 'nyaman', 'custemer']"
terimakasih bukalapak yg telah memberikan ilmu dan bimbingan untuk memajukan skill anak bangsa. maju terus bukalapak :D,5,2,ilmu bimbing maju skill anak bangsa maju,915,1,,0.5316,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['ilmu', 'bimbing', 'maju', 'skill', 'anak', 'bangsa', 'maju']"
i tolong tingkatkan lagi dalam segi barang yg sangat lengkap...,5,2,tolong tingkat segi barang lengkap,962,1,,0.5293,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['tolong', 'tingkat', 'segi', 'barang', 'lengkap']"
Pelayanan e Oke. #Lengganan COD Mantafff,5,2,layan lengganan cod mantafff,901,1,,0.5285,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['layan', 'lengganan', 'cod', 'mantafff']"
Selama blanja online di shopee Alhamdulillah lancar ada sedikit kendala tp terselesaikan dg baik pokoknya seneng deh olshop di shopee,5,2,blanja online lancar kendala neng olshop,933,1,,0.5271,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['belanja', 'online', 'lancar', 'kendala', 'neng', 'olshop']"
Saya sudah mengikuti pelatihan prakerja dan memilih bukalapak untuk kelanjutan bisnis online saya. Tinggal prakteknya aja nanti. Thx bukalapak udh fast respon untuk pembelian vouchernya.,5,2,latih pilih bisnis online tinggal praktek fast respon beli vouchernya,817,1,,0.526,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['latih', 'pilih', 'bisnis', 'online', 'tinggal', 'praktek', 'fast', 'respon', 'beli', 'vouchernya']"
"Thankyou Tokopedia, ku kasi bintang 5 soalnya emang beneran manfaatnya. Selain area jual-beli ternyata juga ada sarana edukasi bekerjasama dgn prakerja. Aku udah mengikuti pelatihannya, Semoga cpt dipeoses ya sertifikasi nya",5,2,thankyou kasi bintang beneran area jual beli sarana edukasi bekerjasama latih cpt dipeoses sertifikasi,857,1,,0.519,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['thankyou', 'kasi', 'bintang', 'beneran', 'area', 'jual', 'beli', 'sarana', 'edukasi', 'bekerjasama', 'latih', 'cepat', 'dipeoses', 'sertifikasi']"
Mantul aplikasi nya..terbantu sekali khusus untuk blanja barang dsini,5,2,aplikasi bantu blanja barang dsini,989,1,,0.5187,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['aplikasi', 'bantu', 'belanja', 'barang', 'dsini']"
"Selama ini pengalaman pengguna setia bukalapak, ok. Pokoknya slalu tingkatin kualitasnya ??",5,2,alam setia slalu tingkatin kualitas,872,1,,0.5162,"belanja, mudah, murah, bantu, online, sukses, amanah, aman, cepat, percaya","['alam', 'setia', 'selalu', 'tingkatin', 'kualitas']"
